split,source_folder,source_group,source_image,output_image,output_label,object_count,categories
train,cup,cup:cup_4_original,dataset/images/cup/cup_000183.jpg,images/train/cup_cup_000183.jpg,labels/train/cup_cup_000183.txt,1,cup:1
train,cup,cup:cup_4_original,dataset/images/cup/cup_000184.jpg,images/train/cup_cup_000184.jpg,labels/train/cup_cup_000184.txt,1,cup:1
train,cup,cup:cup_4_original,dataset/images/cup/cup_000185.jpg,images/train/cup_cup_000185.jpg,labels/train/cup_cup_000185.txt,1,cup:1
train,cup,cup:cup_4_original,dataset/images/cup/cup_000186.jpg,images/train/cup_cup_000186.jpg,labels/train/cup_cup_000186.txt,1,cup:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000021.jpg,images/train/laptop_laptop_000021.jpg,labels/train/laptop_laptop_000021.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000022.jpg,images/train/laptop_laptop_000022.jpg,labels/train/laptop_laptop_000022.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000023.jpg,images/train/laptop_laptop_000023.jpg,labels/train/laptop_laptop_000023.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000024.jpg,images/train/laptop_laptop_000024.jpg,labels/train/laptop_laptop_000024.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000025.jpg,images/train/laptop_laptop_000025.jpg,labels/train/laptop_laptop_000025.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000026.jpg,images/train/laptop_laptop_000026.jpg,labels/train/laptop_laptop_000026.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000027.jpg,images/train/laptop_laptop_000027.jpg,labels/train/laptop_laptop_000027.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000028.jpg,images/train/laptop_laptop_000028.jpg,labels/train/laptop_laptop_000028.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000029.jpg,images/train/laptop_laptop_000029.jpg,labels/train/laptop_laptop_000029.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000030.jpg,images/train/laptop_laptop_000030.jpg,labels/train/laptop_laptop_000030.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000031.jpg,images/train/laptop_laptop_000031.jpg,labels/train/laptop_laptop_000031.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000032.jpg,images/train/laptop_laptop_000032.jpg,labels/train/laptop_laptop_000032.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000033.jpg,images/train/laptop_laptop_000033.jpg,labels/train/laptop_laptop_000033.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000034.jpg,images/train/laptop_laptop_000034.jpg,labels/train/laptop_laptop_000034.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000035.jpg,images/train/laptop_laptop_000035.jpg,labels/train/laptop_laptop_000035.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000036.jpg,images/train/laptop_laptop_000036.jpg,labels/train/laptop_laptop_000036.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000037.jpg,images/train/laptop_laptop_000037.jpg,labels/train/laptop_laptop_000037.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000038.jpg,images/train/laptop_laptop_000038.jpg,labels/train/laptop_laptop_000038.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000039.jpg,images/train/laptop_laptop_000039.jpg,labels/train/laptop_laptop_000039.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000040.jpg,images/train/laptop_laptop_000040.jpg,labels/train/laptop_laptop_000040.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000041.jpg,images/train/laptop_laptop_000041.jpg,labels/train/laptop_laptop_000041.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000042.jpg,images/train/laptop_laptop_000042.jpg,labels/train/laptop_laptop_000042.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000043.jpg,images/train/laptop_laptop_000043.jpg,labels/train/laptop_laptop_000043.txt,1,laptop:1
train,laptop,laptop:laptop_1,dataset/images/laptop/laptop_000044.jpg,images/train/laptop_laptop_000044.jpg,labels/train/laptop_laptop_000044.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000055.jpg,images/train/laptop_laptop_000055.jpg,labels/train/laptop_laptop_000055.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000056.jpg,images/train/laptop_laptop_000056.jpg,labels/train/laptop_laptop_000056.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000057.jpg,images/train/laptop_laptop_000057.jpg,labels/train/laptop_laptop_000057.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000058.jpg,images/train/laptop_laptop_000058.jpg,labels/train/laptop_laptop_000058.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000059.jpg,images/train/laptop_laptop_000059.jpg,labels/train/laptop_laptop_000059.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000060.jpg,images/train/laptop_laptop_000060.jpg,labels/train/laptop_laptop_000060.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000061.jpg,images/train/laptop_laptop_000061.jpg,labels/train/laptop_laptop_000061.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000062.jpg,images/train/laptop_laptop_000062.jpg,labels/train/laptop_laptop_000062.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000063.jpg,images/train/laptop_laptop_000063.jpg,labels/train/laptop_laptop_000063.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000064.jpg,images/train/laptop_laptop_000064.jpg,labels/train/laptop_laptop_000064.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000065.jpg,images/train/laptop_laptop_000065.jpg,labels/train/laptop_laptop_000065.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000066.jpg,images/train/laptop_laptop_000066.jpg,labels/train/laptop_laptop_000066.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000067.jpg,images/train/laptop_laptop_000067.jpg,labels/train/laptop_laptop_000067.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000068.jpg,images/train/laptop_laptop_000068.jpg,labels/train/laptop_laptop_000068.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000069.jpg,images/train/laptop_laptop_000069.jpg,labels/train/laptop_laptop_000069.txt,1,laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000080.jpg,images/train/laptop_laptop_000080.jpg,labels/train/laptop_laptop_000080.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000081.jpg,images/train/laptop_laptop_000081.jpg,labels/train/laptop_laptop_000081.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000082.jpg,images/train/laptop_laptop_000082.jpg,labels/train/laptop_laptop_000082.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000083.jpg,images/train/laptop_laptop_000083.jpg,labels/train/laptop_laptop_000083.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000084.jpg,images/train/laptop_laptop_000084.jpg,labels/train/laptop_laptop_000084.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000085.jpg,images/train/laptop_laptop_000085.jpg,labels/train/laptop_laptop_000085.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000086.jpg,images/train/laptop_laptop_000086.jpg,labels/train/laptop_laptop_000086.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000087.jpg,images/train/laptop_laptop_000087.jpg,labels/train/laptop_laptop_000087.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000088.jpg,images/train/laptop_laptop_000088.jpg,labels/train/laptop_laptop_000088.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000089.jpg,images/train/laptop_laptop_000089.jpg,labels/train/laptop_laptop_000089.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000090.jpg,images/train/laptop_laptop_000090.jpg,labels/train/laptop_laptop_000090.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000091.jpg,images/train/laptop_laptop_000091.jpg,labels/train/laptop_laptop_000091.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000092.jpg,images/train/laptop_laptop_000092.jpg,labels/train/laptop_laptop_000092.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_2,dataset/images/laptop/laptop_000093.jpg,images/train/laptop_laptop_000093.jpg,labels/train/laptop_laptop_000093.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000116.jpg,images/train/laptop_laptop_000116.jpg,labels/train/laptop_laptop_000116.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000117.jpg,images/train/laptop_laptop_000117.jpg,labels/train/laptop_laptop_000117.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000118.jpg,images/train/laptop_laptop_000118.jpg,labels/train/laptop_laptop_000118.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000119.jpg,images/train/laptop_laptop_000119.jpg,labels/train/laptop_laptop_000119.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000120.jpg,images/train/laptop_laptop_000120.jpg,labels/train/laptop_laptop_000120.txt,2,laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000121.jpg,images/train/laptop_laptop_000121.jpg,labels/train/laptop_laptop_000121.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000122.jpg,images/train/laptop_laptop_000122.jpg,labels/train/laptop_laptop_000122.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000123.jpg,images/train/laptop_laptop_000123.jpg,labels/train/laptop_laptop_000123.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000124.jpg,images/train/laptop_laptop_000124.jpg,labels/train/laptop_laptop_000124.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000125.jpg,images/train/laptop_laptop_000125.jpg,labels/train/laptop_laptop_000125.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000126.jpg,images/train/laptop_laptop_000126.jpg,labels/train/laptop_laptop_000126.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000127.jpg,images/train/laptop_laptop_000127.jpg,labels/train/laptop_laptop_000127.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000128.jpg,images/train/laptop_laptop_000128.jpg,labels/train/laptop_laptop_000128.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000129.jpg,images/train/laptop_laptop_000129.jpg,labels/train/laptop_laptop_000129.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000130.jpg,images/train/laptop_laptop_000130.jpg,labels/train/laptop_laptop_000130.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000131.jpg,images/train/laptop_laptop_000131.jpg,labels/train/laptop_laptop_000131.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000132.jpg,images/train/laptop_laptop_000132.jpg,labels/train/laptop_laptop_000132.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000133.jpg,images/train/laptop_laptop_000133.jpg,labels/train/laptop_laptop_000133.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000134.jpg,images/train/laptop_laptop_000134.jpg,labels/train/laptop_laptop_000134.txt,4,mouse:2;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000145.jpg,images/train/laptop_laptop_000145.jpg,labels/train/laptop_laptop_000145.txt,4,mouse:2;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000161.jpg,images/train/laptop_laptop_000161.jpg,labels/train/laptop_laptop_000161.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_3,dataset/images/laptop/laptop_000162.jpg,images/train/laptop_laptop_000162.jpg,labels/train/laptop_laptop_000162.txt,3,mouse:1;laptop:1;cup:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000186.jpg,images/train/laptop_laptop_000186.jpg,labels/train/laptop_laptop_000186.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000187.jpg,images/train/laptop_laptop_000187.jpg,labels/train/laptop_laptop_000187.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000188.jpg,images/train/laptop_laptop_000188.jpg,labels/train/laptop_laptop_000188.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000189.jpg,images/train/laptop_laptop_000189.jpg,labels/train/laptop_laptop_000189.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000190.jpg,images/train/laptop_laptop_000190.jpg,labels/train/laptop_laptop_000190.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000191.jpg,images/train/laptop_laptop_000191.jpg,labels/train/laptop_laptop_000191.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000192.jpg,images/train/laptop_laptop_000192.jpg,labels/train/laptop_laptop_000192.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000193.jpg,images/train/laptop_laptop_000193.jpg,labels/train/laptop_laptop_000193.txt,3,mouse:1;laptop:1;phone:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000194.jpg,images/train/laptop_laptop_000194.jpg,labels/train/laptop_laptop_000194.txt,2,mouse:1;laptop:1
train,laptop,laptop:laptop_4,dataset/images/laptop/laptop_000195.jpg,images/train/laptop_laptop_000195.jpg,labels/train/laptop_laptop_000195.txt,2,mouse:1;laptop:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000001.jpg,images/train/mouse_mouse_000001.jpg,labels/train/mouse_mouse_000001.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000002.jpg,images/train/mouse_mouse_000002.jpg,labels/train/mouse_mouse_000002.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000003.jpg,images/train/mouse_mouse_000003.jpg,labels/train/mouse_mouse_000003.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000004.jpg,images/train/mouse_mouse_000004.jpg,labels/train/mouse_mouse_000004.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000005.jpg,images/train/mouse_mouse_000005.jpg,labels/train/mouse_mouse_000005.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000006.jpg,images/train/mouse_mouse_000006.jpg,labels/train/mouse_mouse_000006.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000007.jpg,images/train/mouse_mouse_000007.jpg,labels/train/mouse_mouse_000007.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000008.jpg,images/train/mouse_mouse_000008.jpg,labels/train/mouse_mouse_000008.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000009.jpg,images/train/mouse_mouse_000009.jpg,labels/train/mouse_mouse_000009.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000010.jpg,images/train/mouse_mouse_000010.jpg,labels/train/mouse_mouse_000010.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000011.jpg,images/train/mouse_mouse_000011.jpg,labels/train/mouse_mouse_000011.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000012.jpg,images/train/mouse_mouse_000012.jpg,labels/train/mouse_mouse_000012.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000013.jpg,images/train/mouse_mouse_000013.jpg,labels/train/mouse_mouse_000013.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000014.jpg,images/train/mouse_mouse_000014.jpg,labels/train/mouse_mouse_000014.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000015.jpg,images/train/mouse_mouse_000015.jpg,labels/train/mouse_mouse_000015.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000016.jpg,images/train/mouse_mouse_000016.jpg,labels/train/mouse_mouse_000016.txt,2,mouse:2
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000017.jpg,images/train/mouse_mouse_000017.jpg,labels/train/mouse_mouse_000017.txt,1,mouse:1
train,mouse,mouse:mouse_1,dataset/images/mouse/mouse_000018.jpg,images/train/mouse_mouse_000018.jpg,labels/train/mouse_mouse_000018.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000052.jpg,images/train/mouse_mouse_000052.jpg,labels/train/mouse_mouse_000052.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000053.jpg,images/train/mouse_mouse_000053.jpg,labels/train/mouse_mouse_000053.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000054.jpg,images/train/mouse_mouse_000054.jpg,labels/train/mouse_mouse_000054.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000055.jpg,images/train/mouse_mouse_000055.jpg,labels/train/mouse_mouse_000055.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000056.jpg,images/train/mouse_mouse_000056.jpg,labels/train/mouse_mouse_000056.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000057.jpg,images/train/mouse_mouse_000057.jpg,labels/train/mouse_mouse_000057.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000058.jpg,images/train/mouse_mouse_000058.jpg,labels/train/mouse_mouse_000058.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000059.jpg,images/train/mouse_mouse_000059.jpg,labels/train/mouse_mouse_000059.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000060.jpg,images/train/mouse_mouse_000060.jpg,labels/train/mouse_mouse_000060.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000061.jpg,images/train/mouse_mouse_000061.jpg,labels/train/mouse_mouse_000061.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000062.jpg,images/train/mouse_mouse_000062.jpg,labels/train/mouse_mouse_000062.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000063.jpg,images/train/mouse_mouse_000063.jpg,labels/train/mouse_mouse_000063.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000064.jpg,images/train/mouse_mouse_000064.jpg,labels/train/mouse_mouse_000064.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000065.jpg,images/train/mouse_mouse_000065.jpg,labels/train/mouse_mouse_000065.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000066.jpg,images/train/mouse_mouse_000066.jpg,labels/train/mouse_mouse_000066.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000067.jpg,images/train/mouse_mouse_000067.jpg,labels/train/mouse_mouse_000067.txt,1,mouse:1
train,mouse,mouse:mouse_2,dataset/images/mouse/mouse_000068.jpg,images/train/mouse_mouse_000068.jpg,labels/train/mouse_mouse_000068.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000107.jpg,images/train/mouse_mouse_000107.jpg,labels/train/mouse_mouse_000107.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000108.jpg,images/train/mouse_mouse_000108.jpg,labels/train/mouse_mouse_000108.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000109.jpg,images/train/mouse_mouse_000109.jpg,labels/train/mouse_mouse_000109.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000110.jpg,images/train/mouse_mouse_000110.jpg,labels/train/mouse_mouse_000110.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000111.jpg,images/train/mouse_mouse_000111.jpg,labels/train/mouse_mouse_000111.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000112.jpg,images/train/mouse_mouse_000112.jpg,labels/train/mouse_mouse_000112.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000113.jpg,images/train/mouse_mouse_000113.jpg,labels/train/mouse_mouse_000113.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000114.jpg,images/train/mouse_mouse_000114.jpg,labels/train/mouse_mouse_000114.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000115.jpg,images/train/mouse_mouse_000115.jpg,labels/train/mouse_mouse_000115.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000116.jpg,images/train/mouse_mouse_000116.jpg,labels/train/mouse_mouse_000116.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000117.jpg,images/train/mouse_mouse_000117.jpg,labels/train/mouse_mouse_000117.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000118.jpg,images/train/mouse_mouse_000118.jpg,labels/train/mouse_mouse_000118.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000119.jpg,images/train/mouse_mouse_000119.jpg,labels/train/mouse_mouse_000119.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000120.jpg,images/train/mouse_mouse_000120.jpg,labels/train/mouse_mouse_000120.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000121.jpg,images/train/mouse_mouse_000121.jpg,labels/train/mouse_mouse_000121.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000122.jpg,images/train/mouse_mouse_000122.jpg,labels/train/mouse_mouse_000122.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000123.jpg,images/train/mouse_mouse_000123.jpg,labels/train/mouse_mouse_000123.txt,1,mouse:1
train,mouse,mouse:mouse_3,dataset/images/mouse/mouse_000124.jpg,images/train/mouse_mouse_000124.jpg,labels/train/mouse_mouse_000124.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000155.jpg,images/train/mouse_mouse_000155.jpg,labels/train/mouse_mouse_000155.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000156.jpg,images/train/mouse_mouse_000156.jpg,labels/train/mouse_mouse_000156.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000157.jpg,images/train/mouse_mouse_000157.jpg,labels/train/mouse_mouse_000157.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000158.jpg,images/train/mouse_mouse_000158.jpg,labels/train/mouse_mouse_000158.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000159.jpg,images/train/mouse_mouse_000159.jpg,labels/train/mouse_mouse_000159.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000160.jpg,images/train/mouse_mouse_000160.jpg,labels/train/mouse_mouse_000160.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000161.jpg,images/train/mouse_mouse_000161.jpg,labels/train/mouse_mouse_000161.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000162.jpg,images/train/mouse_mouse_000162.jpg,labels/train/mouse_mouse_000162.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000163.jpg,images/train/mouse_mouse_000163.jpg,labels/train/mouse_mouse_000163.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000164.jpg,images/train/mouse_mouse_000164.jpg,labels/train/mouse_mouse_000164.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000165.jpg,images/train/mouse_mouse_000165.jpg,labels/train/mouse_mouse_000165.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000166.jpg,images/train/mouse_mouse_000166.jpg,labels/train/mouse_mouse_000166.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000167.jpg,images/train/mouse_mouse_000167.jpg,labels/train/mouse_mouse_000167.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000168.jpg,images/train/mouse_mouse_000168.jpg,labels/train/mouse_mouse_000168.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000169.jpg,images/train/mouse_mouse_000169.jpg,labels/train/mouse_mouse_000169.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000170.jpg,images/train/mouse_mouse_000170.jpg,labels/train/mouse_mouse_000170.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000171.jpg,images/train/mouse_mouse_000171.jpg,labels/train/mouse_mouse_000171.txt,1,mouse:1
train,mouse,mouse:mouse_4,dataset/images/mouse/mouse_000172.jpg,images/train/mouse_mouse_000172.jpg,labels/train/mouse_mouse_000172.txt,1,mouse:1
train,phone,phone:phone_1,dataset/images/phone/phone_000001.jpg,images/train/phone_phone_000001.jpg,labels/train/phone_phone_000001.txt,1,phone:1
train,phone,phone:phone_1,dataset/images/phone/phone_000002.jpg,images/train/phone_phone_000002.jpg,labels/train/phone_phone_000002.txt,1,phone:1
train,phone,phone:phone_1,dataset/images/phone/phone_000003.jpg,images/train/phone_phone_000003.jpg,labels/train/phone_phone_000003.txt,1,phone:1
train,phone,phone:phone_1,dataset/images/phone/phone_000004.jpg,images/train/phone_phone_000004.jpg,labels/train/phone_phone_000004.txt,1,phone:1
